b'id',b'key',b'value',b'type'
b'265618437',b'created_by',b'JOSM',b'regular'
b'265618438',b'created_by',b'JOSM',b'regular'
b'265618440',b'created_by',b'JOSM',b'regular'
b'265618442',b'created_by',b'JOSM',b'regular'
b'265618443',b'created_by',b'JOSM',b'regular'
b'265618444',b'created_by',b'JOSM',b'regular'
b'265618445',b'created_by',b'JOSM',b'regular'
b'265618446',b'created_by',b'JOSM',b'regular'
b'265618447',b'created_by',b'JOSM',b'regular'
b'265618448',b'created_by',b'JOSM',b'regular'
b'265618449',b'created_by',b'JOSM',b'regular'
b'265618451',b'created_by',b'JOSM',b'regular'
b'265618452',b'created_by',b'JOSM',b'regular'
b'265618453',b'created_by',b'JOSM',b'regular'
b'265618454',b'created_by',b'JOSM',b'regular'
b'265618455',b'created_by',b'JOSM',b'regular'
b'265618456',b'created_by',b'JOSM',b'regular'
b'265618457',b'created_by',b'JOSM',b'regular'
b'265618458',b'created_by',b'JOSM',b'regular'
b'265618460',b'created_by',b'JOSM',b'regular'
b'265618461',b'created_by',b'JOSM',b'regular'
b'265618462',b'created_by',b'JOSM',b'regular'
b'265618754',b'highway',b'turning_circle',b'regular'
b'265619097',b'highway',b'turning_circle',b'regular'
b'265619098',b'created_by',b'JOSM',b'regular'
b'265619099',b'created_by',b'JOSM',b'regular'
b'265619100',b'created_by',b'JOSM',b'regular'
b'265619101',b'created_by',b'JOSM',b'regular'
b'265619102',b'created_by',b'JOSM',b'regular'
b'265619103',b'created_by',b'JOSM',b'regular'
b'265619105',b'created_by',b'JOSM',b'regular'
b'265619106',b'created_by',b'JOSM',b'regular'
b'265619108',b'created_by',b'JOSM',b'regular'
b'265619109',b'created_by',b'JOSM',b'regular'
b'265619110',b'created_by',b'JOSM',b'regular'
b'265619111',b'created_by',b'JOSM',b'regular'
b'265619112',b'created_by',b'JOSM',b'regular'
b'265619113',b'created_by',b'JOSM',b'regular'
b'265619114',b'created_by',b'JOSM',b'regular'
b'265619115',b'created_by',b'JOSM',b'regular'
b'265619116',b'created_by',b'JOSM',b'regular'
b'265619117',b'created_by',b'JOSM',b'regular'
b'265619118',b'created_by',b'JOSM',b'regular'
b'265637831',b'created_by',b'JOSM',b'regular'
b'265637836',b'created_by',b'JOSM',b'regular'
b'265637837',b'created_by',b'JOSM',b'regular'
b'265637838',b'created_by',b'JOSM',b'regular'
b'265637839',b'created_by',b'JOSM',b'regular'
b'265637840',b'created_by',b'JOSM',b'regular'
b'265637841',b'created_by',b'JOSM',b'regular'
b'265637842',b'created_by',b'JOSM',b'regular'
b'265637843',b'created_by',b'JOSM',b'regular'
b'265637844',b'created_by',b'JOSM',b'regular'
b'265637845',b'created_by',b'JOSM',b'regular'
b'265637846',b'created_by',b'JOSM',b'regular'
b'265637847',b'created_by',b'JOSM',b'regular'
b'265637848',b'created_by',b'JOSM',b'regular'
b'265637849',b'created_by',b'JOSM',b'regular'
b'265637850',b'created_by',b'JOSM',b'regular'
b'265637851',b'created_by',b'JOSM',b'regular'
b'265637852',b'created_by',b'JOSM',b'regular'
b'265637853',b'created_by',b'JOSM',b'regular'
b'265637854',b'created_by',b'JOSM',b'regular'
b'265637855',b'created_by',b'JOSM',b'regular'
b'265637856',b'created_by',b'JOSM',b'regular'
b'265637857',b'created_by',b'JOSM',b'regular'
b'265637858',b'created_by',b'JOSM',b'regular'
b'265637859',b'created_by',b'JOSM',b'regular'
b'265637860',b'created_by',b'JOSM',b'regular'
b'265637861',b'created_by',b'JOSM',b'regular'
b'265637862',b'created_by',b'JOSM',b'regular'
b'265637863',b'created_by',b'JOSM',b'regular'
b'265637864',b'created_by',b'JOSM',b'regular'
b'265637865',b'created_by',b'JOSM',b'regular'
b'265637866',b'created_by',b'JOSM',b'regular'
b'265637867',b'created_by',b'JOSM',b'regular'
b'265637868',b'created_by',b'JOSM',b'regular'
b'265637869',b'created_by',b'JOSM',b'regular'
b'265637870',b'created_by',b'JOSM',b'regular'
b'265637873',b'created_by',b'JOSM',b'regular'
b'265637879',b'created_by',b'JOSM',b'regular'
b'265637888',b'created_by',b'JOSM',b'regular'
b'265637889',b'created_by',b'JOSM',b'regular'
b'265637890',b'created_by',b'JOSM',b'regular'
b'265637891',b'created_by',b'JOSM',b'regular'
b'265637892',b'created_by',b'JOSM',b'regular'
b'265637893',b'created_by',b'JOSM',b'regular'
b'265637894',b'created_by',b'JOSM',b'regular'
b'265637895',b'created_by',b'JOSM',b'regular'
b'265637896',b'created_by',b'JOSM',b'regular'
b'265637897',b'created_by',b'JOSM',b'regular'
b'265638138',b'created_by',b'JOSM',b'regular'
b'265638389',b'created_by',b'JOSM',b'regular'
b'265638390',b'created_by',b'JOSM',b'regular'
b'265639544',b'created_by',b'JOSM',b'regular'
b'265640942',b'created_by',b'JOSM',b'regular'
b'265640943',b'created_by',b'JOSM',b'regular'
b'265640944',b'created_by',b'JOSM',b'regular'
b'265640945',b'created_by',b'JOSM',b'regular'
b'265640947',b'created_by',b'JOSM',b'regular'
b'265640948',b'created_by',b'JOSM',b'regular'
b'265640951',b'created_by',b'JOSM',b'regular'
b'265640952',b'created_by',b'JOSM',b'regular'
b'265640956',b'created_by',b'JOSM',b'regular'
b'265640957',b'created_by',b'JOSM',b'regular'
b'265640958',b'created_by',b'JOSM',b'regular'
b'265640959',b'created_by',b'JOSM',b'regular'
b'265640960',b'created_by',b'JOSM',b'regular'
b'265640968',b'created_by',b'JOSM',b'regular'
b'265640973',b'created_by',b'JOSM',b'regular'
b'265640974',b'created_by',b'JOSM',b'regular'
b'265640977',b'created_by',b'JOSM',b'regular'
b'265640978',b'created_by',b'JOSM',b'regular'
b'265642667',b'created_by',b'JOSM',b'regular'
b'265642669',b'created_by',b'JOSM',b'regular'
b'265642671',b'created_by',b'JOSM',b'regular'
b'265649294',b'created_by',b'JOSM',b'regular'
b'265649295',b'created_by',b'JOSM',b'regular'
b'265649296',b'created_by',b'JOSM',b'regular'
b'265649297',b'created_by',b'JOSM',b'regular'
b'265649298',b'created_by',b'JOSM',b'regular'
b'265649299',b'created_by',b'JOSM',b'regular'
b'265649300',b'created_by',b'JOSM',b'regular'
b'265649301',b'created_by',b'JOSM',b'regular'
b'265649302',b'created_by',b'JOSM',b'regular'
b'265649303',b'created_by',b'JOSM',b'regular'
b'265649304',b'created_by',b'JOSM',b'regular'
b'266422706',b'created_by',b'JOSM',b'regular'
b'266422814',b'created_by',b'JOSM',b'regular'
b'266422815',b'created_by',b'JOSM',b'regular'
b'266796583',b'created_by',b'JOSM',b'regular'
b'266796584',b'created_by',b'JOSM',b'regular'
b'266796585',b'created_by',b'JOSM',b'regular'
b'266796586',b'created_by',b'JOSM',b'regular'
b'266796587',b'created_by',b'JOSM',b'regular'
b'266796588',b'created_by',b'JOSM',b'regular'
b'266796589',b'created_by',b'JOSM',b'regular'
b'266796590',b'created_by',b'JOSM',b'regular'
b'266796591',b'created_by',b'JOSM',b'regular'
b'266796592',b'created_by',b'JOSM',b'regular'
b'266796593',b'created_by',b'JOSM',b'regular'
b'266796594',b'created_by',b'JOSM',b'regular'
b'266796595',b'created_by',b'JOSM',b'regular'
b'266796596',b'created_by',b'JOSM',b'regular'
b'266796597',b'created_by',b'JOSM',b'regular'
b'266796598',b'created_by',b'JOSM',b'regular'
b'266796599',b'created_by',b'JOSM',b'regular'
b'266796600',b'created_by',b'JOSM',b'regular'
b'266796601',b'created_by',b'JOSM',b'regular'
b'266796602',b'created_by',b'JOSM',b'regular'
b'266796603',b'created_by',b'JOSM',b'regular'
b'266796604',b'created_by',b'JOSM',b'regular'
b'266796605',b'created_by',b'JOSM',b'regular'
b'266796606',b'created_by',b'JOSM',b'regular'
b'266796607',b'created_by',b'JOSM',b'regular'
b'266796608',b'created_by',b'JOSM',b'regular'
b'266796609',b'created_by',b'JOSM',b'regular'
b'266796610',b'created_by',b'JOSM',b'regular'
b'266796611',b'created_by',b'JOSM',b'regular'
b'266796612',b'created_by',b'JOSM',b'regular'
b'266796613',b'created_by',b'JOSM',b'regular'
b'266796614',b'created_by',b'JOSM',b'regular'
b'266796615',b'created_by',b'JOSM',b'regular'
b'266796616',b'created_by',b'JOSM',b'regular'
b'266796617',b'created_by',b'JOSM',b'regular'
b'266796618',b'created_by',b'JOSM',b'regular'
b'266796619',b'created_by',b'JOSM',b'regular'
b'266796620',b'created_by',b'JOSM',b'regular'
b'266796621',b'created_by',b'JOSM',b'regular'
b'266796622',b'created_by',b'JOSM',b'regular'
b'266796623',b'created_by',b'JOSM',b'regular'
b'266796624',b'created_by',b'JOSM',b'regular'
b'266796625',b'created_by',b'JOSM',b'regular'
b'266796626',b'created_by',b'JOSM',b'regular'
b'266796627',b'created_by',b'JOSM',b'regular'
b'266796628',b'created_by',b'JOSM',b'regular'
b'266796629',b'created_by',b'JOSM',b'regular'
b'266796630',b'created_by',b'JOSM',b'regular'
b'266796631',b'created_by',b'JOSM',b'regular'
b'266796632',b'created_by',b'JOSM',b'regular'
b'266796633',b'created_by',b'JOSM',b'regular'
b'266796634',b'created_by',b'JOSM',b'regular'
b'266796635',b'created_by',b'JOSM',b'regular'
b'266796636',b'created_by',b'JOSM',b'regular'
b'266796637',b'created_by',b'JOSM',b'regular'
b'266796638',b'created_by',b'JOSM',b'regular'
b'266796639',b'created_by',b'JOSM',b'regular'
b'266796640',b'created_by',b'JOSM',b'regular'
b'266796641',b'created_by',b'JOSM',b'regular'
b'266802770',b'created_by',b'JOSM',b'regular'
b'266802772',b'created_by',b'JOSM',b'regular'
b'266802773',b'created_by',b'JOSM',b'regular'
b'266802774',b'created_by',b'JOSM',b'regular'
b'266802775',b'created_by',b'JOSM',b'regular'
b'266802776',b'created_by',b'JOSM',b'regular'
b'266802777',b'created_by',b'JOSM',b'regular'
b'266802778',b'created_by',b'JOSM',b'regular'
b'266802779',b'created_by',b'JOSM',b'regular'
b'266802780',b'created_by',b'JOSM',b'regular'
b'266802781',b'created_by',b'JOSM',b'regular'
b'266802782',b'created_by',b'JOSM',b'regular'
b'266802783',b'created_by',b'JOSM',b'regular'
b'266802784',b'created_by',b'JOSM',b'regular'
b'266802785',b'created_by',b'JOSM',b'regular'
b'266802786',b'created_by',b'JOSM',b'regular'
b'266802787',b'created_by',b'JOSM',b'regular'
b'266802788',b'created_by',b'JOSM',b'regular'
b'266802789',b'created_by',b'JOSM',b'regular'
b'266802790',b'created_by',b'JOSM',b'regular'
b'266802791',b'created_by',b'JOSM',b'regular'
b'266802792',b'created_by',b'JOSM',b'regular'
b'266802793',b'created_by',b'JOSM',b'regular'
b'266802794',b'created_by',b'JOSM',b'regular'
b'266802795',b'created_by',b'JOSM',b'regular'
b'266802796',b'created_by',b'JOSM',b'regular'
b'266802797',b'created_by',b'JOSM',b'regular'
b'266802798',b'created_by',b'JOSM',b'regular'
b'266802799',b'created_by',b'JOSM',b'regular'
b'266802800',b'created_by',b'JOSM',b'regular'
b'266802801',b'created_by',b'JOSM',b'regular'
b'266802802',b'created_by',b'JOSM',b'regular'
b'266802803',b'created_by',b'JOSM',b'regular'
b'266802808',b'created_by',b'JOSM',b'regular'
b'266802809',b'created_by',b'JOSM',b'regular'
b'266802810',b'created_by',b'JOSM',b'regular'
b'266802811',b'created_by',b'JOSM',b'regular'
b'266802812',b'created_by',b'JOSM',b'regular'
b'266802813',b'created_by',b'JOSM',b'regular'
b'266802814',b'created_by',b'JOSM',b'regular'
b'266802815',b'created_by',b'JOSM',b'regular'
b'266802816',b'created_by',b'JOSM',b'regular'
b'266802817',b'created_by',b'JOSM',b'regular'
b'266802818',b'created_by',b'JOSM',b'regular'
b'266802819',b'created_by',b'JOSM',b'regular'
b'266802820',b'created_by',b'JOSM',b'regular'
b'266802821',b'created_by',b'JOSM',b'regular'
b'266802822',b'created_by',b'JOSM',b'regular'
b'266802823',b'created_by',b'JOSM',b'regular'
b'266803336',b'created_by',b'JOSM',b'regular'
b'266803337',b'created_by',b'JOSM',b'regular'
b'266803338',b'created_by',b'JOSM',b'regular'
b'266803339',b'created_by',b'JOSM',b'regular'
b'266803340',b'created_by',b'JOSM',b'regular'
b'266803341',b'created_by',b'JOSM',b'regular'
b'266803342',b'created_by',b'JOSM',b'regular'
b'266803343',b'created_by',b'JOSM',b'regular'
b'266803344',b'created_by',b'JOSM',b'regular'
b'266803345',b'created_by',b'JOSM',b'regular'
b'266803346',b'created_by',b'JOSM',b'regular'
b'266803347',b'created_by',b'JOSM',b'regular'
b'266803348',b'created_by',b'JOSM',b'regular'
b'266803349',b'created_by',b'JOSM',b'regular'
b'266803350',b'created_by',b'JOSM',b'regular'
b'266803351',b'created_by',b'JOSM',b'regular'
b'266803352',b'created_by',b'JOSM',b'regular'
b'266803353',b'created_by',b'JOSM',b'regular'
b'266803354',b'created_by',b'JOSM',b'regular'
b'266803355',b'created_by',b'JOSM',b'regular'
b'266803596',b'created_by',b'JOSM',b'regular'
b'266803597',b'created_by',b'JOSM',b'regular'
b'266803598',b'created_by',b'JOSM',b'regular'
b'266803599',b'created_by',b'JOSM',b'regular'
b'266803600',b'created_by',b'JOSM',b'regular'
b'266803601',b'created_by',b'JOSM',b'regular'
b'266803602',b'created_by',b'JOSM',b'regular'
b'266803603',b'created_by',b'JOSM',b'regular'
b'266803604',b'created_by',b'JOSM',b'regular'
b'266803605',b'created_by',b'JOSM',b'regular'
b'266803606',b'created_by',b'JOSM',b'regular'
b'266803607',b'created_by',b'JOSM',b'regular'
b'266803608',b'created_by',b'JOSM',b'regular'
b'266803609',b'created_by',b'JOSM',b'regular'
b'266803610',b'created_by',b'JOSM',b'regular'
b'266803611',b'created_by',b'JOSM',b'regular'
b'266803612',b'created_by',b'JOSM',b'regular'
b'266803613',b'created_by',b'JOSM',b'regular'
b'266803614',b'created_by',b'JOSM',b'regular'
b'266803615',b'created_by',b'JOSM',b'regular'
b'266803616',b'created_by',b'JOSM',b'regular'
b'266803617',b'created_by',b'JOSM',b'regular'
b'266803618',b'created_by',b'JOSM',b'regular'
b'266803619',b'created_by',b'JOSM',b'regular'
b'266803620',b'created_by',b'JOSM',b'regular'
b'266803621',b'created_by',b'JOSM',b'regular'
b'266803622',b'created_by',b'JOSM',b'regular'
b'266803623',b'created_by',b'JOSM',b'regular'
b'266803624',b'created_by',b'JOSM',b'regular'
b'266803625',b'created_by',b'JOSM',b'regular'
b'266803626',b'created_by',b'JOSM',b'regular'
b'266803627',b'created_by',b'JOSM',b'regular'
b'266803628',b'created_by',b'JOSM',b'regular'
b'266803632',b'created_by',b'JOSM',b'regular'
b'266803634',b'created_by',b'JOSM',b'regular'
b'266803635',b'created_by',b'JOSM',b'regular'
b'266803636',b'created_by',b'JOSM',b'regular'
b'266803637',b'created_by',b'JOSM',b'regular'
b'266803638',b'created_by',b'JOSM',b'regular'
b'266803639',b'created_by',b'JOSM',b'regular'
b'266803640',b'created_by',b'JOSM',b'regular'
b'266803641',b'created_by',b'JOSM',b'regular'
b'266803642',b'created_by',b'JOSM',b'regular'
b'266803643',b'created_by',b'JOSM',b'regular'
b'266803644',b'created_by',b'JOSM',b'regular'
b'266803645',b'created_by',b'JOSM',b'regular'
b'266804406',b'created_by',b'JOSM',b'regular'
b'266804407',b'created_by',b'JOSM',b'regular'
b'266804408',b'created_by',b'JOSM',b'regular'
b'266804409',b'created_by',b'JOSM',b'regular'
b'266804410',b'created_by',b'JOSM',b'regular'
b'266804411',b'created_by',b'JOSM',b'regular'
b'266804412',b'created_by',b'JOSM',b'regular'
b'266804413',b'created_by',b'JOSM',b'regular'
b'266804414',b'created_by',b'JOSM',b'regular'
b'266804415',b'created_by',b'JOSM',b'regular'
b'266804416',b'created_by',b'JOSM',b'regular'
b'266804417',b'created_by',b'JOSM',b'regular'
b'266804418',b'created_by',b'JOSM',b'regular'
b'266804419',b'created_by',b'JOSM',b'regular'
b'266804420',b'created_by',b'JOSM',b'regular'
b'266804421',b'created_by',b'JOSM',b'regular'
b'266804422',b'created_by',b'JOSM',b'regular'
b'266804423',b'created_by',b'JOSM',b'regular'
b'266804424',b'created_by',b'JOSM',b'regular'
b'266804426',b'created_by',b'JOSM',b'regular'
b'266804427',b'created_by',b'JOSM',b'regular'
b'266804428',b'created_by',b'JOSM',b'regular'
b'266804429',b'created_by',b'JOSM',b'regular'
b'266804430',b'created_by',b'JOSM',b'regular'
b'266804431',b'created_by',b'JOSM',b'regular'
b'266804432',b'created_by',b'JOSM',b'regular'
b'266804433',b'created_by',b'JOSM',b'regular'
b'266804434',b'created_by',b'JOSM',b'regular'
b'266804435',b'created_by',b'JOSM',b'regular'
b'266804436',b'created_by',b'JOSM',b'regular'
b'266804437',b'created_by',b'JOSM',b'regular'
b'266804438',b'created_by',b'JOSM',b'regular'
b'266804439',b'created_by',b'JOSM',b'regular'
b'266804440',b'created_by',b'JOSM',b'regular'
b'266804441',b'created_by',b'JOSM',b'regular'
b'266804442',b'created_by',b'JOSM',b'regular'
b'266804443',b'created_by',b'JOSM',b'regular'
b'266804444',b'created_by',b'JOSM',b'regular'
b'266804445',b'created_by',b'JOSM',b'regular'
b'266804446',b'created_by',b'JOSM',b'regular'
b'266804447',b'created_by',b'JOSM',b'regular'
b'266804448',b'created_by',b'JOSM',b'regular'
b'266804449',b'created_by',b'JOSM',b'regular'
b'266804450',b'created_by',b'JOSM',b'regular'
b'266804451',b'created_by',b'JOSM',b'regular'
b'266804452',b'created_by',b'JOSM',b'regular'
b'266804453',b'created_by',b'JOSM',b'regular'
b'266804454',b'created_by',b'JOSM',b'regular'
b'266804455',b'created_by',b'JOSM',b'regular'
b'266804456',b'created_by',b'JOSM',b'regular'
b'266804457',b'created_by',b'JOSM',b'regular'
b'266804458',b'created_by',b'JOSM',b'regular'
b'266804459',b'created_by',b'JOSM',b'regular'
b'266804460',b'created_by',b'JOSM',b'regular'
b'266804461',b'created_by',b'JOSM',b'regular'
b'266804462',b'created_by',b'JOSM',b'regular'
b'266804463',b'created_by',b'JOSM',b'regular'
b'266804464',b'created_by',b'JOSM',b'regular'
b'266804465',b'created_by',b'JOSM',b'regular'
b'266804466',b'created_by',b'JOSM',b'regular'
b'266804467',b'created_by',b'JOSM',b'regular'
b'266804468',b'created_by',b'JOSM',b'regular'
b'266808765',b'created_by',b'JOSM',b'regular'
b'266808766',b'created_by',b'JOSM',b'regular'
b'266808768',b'created_by',b'JOSM',b'regular'
b'266808769',b'created_by',b'JOSM',b'regular'
b'266808770',b'created_by',b'JOSM',b'regular'
b'266808771',b'created_by',b'JOSM',b'regular'
b'266808772',b'created_by',b'JOSM',b'regular'
b'266808773',b'created_by',b'JOSM',b'regular'
b'266808774',b'created_by',b'JOSM',b'regular'
b'266808775',b'created_by',b'JOSM',b'regular'
b'266808777',b'created_by',b'JOSM',b'regular'
b'266808778',b'created_by',b'JOSM',b'regular'
b'266808779',b'created_by',b'JOSM',b'regular'
b'266809420',b'created_by',b'JOSM',b'regular'
b'266809421',b'created_by',b'JOSM',b'regular'
b'266809425',b'created_by',b'JOSM',b'regular'
b'266809428',b'created_by',b'JOSM',b'regular'
b'266809430',b'created_by',b'JOSM',b'regular'
b'266809432',b'created_by',b'JOSM',b'regular'
b'266809433',b'created_by',b'JOSM',b'regular'
b'266809434',b'created_by',b'JOSM',b'regular'
b'266809435',b'created_by',b'JOSM',b'regular'
b'266809438',b'created_by',b'JOSM',b'regular'
b'266809439',b'created_by',b'JOSM',b'regular'
b'266809440',b'created_by',b'JOSM',b'regular'
b'266809441',b'created_by',b'JOSM',b'regular'
b'266809442',b'created_by',b'JOSM',b'regular'
